"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Vat1l",2.38296256856371e-18,4.63760398046239,0.108,0.004,4.10060198798444e-14
"Shh",3.71212497004967e-09,4.63760398046239,0.054,0.002,6.38782464846148e-05
"Pnpla3",2.57713415161101e-15,4.46767897902007,0.095,0.004,4.43473244809223e-11
"Rgs7",2.78085625783757e-11,4.05264147974123,0.081,0.005,4.78529744848689e-07
"Klhdc7a",5.74235080534514e-27,3.97864089829745,0.216,0.014,9.88143726583792e-23
"Camp",4.75780151879912e-37,3.94245856199081,0.446,0.052,8.18722485354952e-33
"D430041D05Rik",1.07713766774737e-08,3.83024905840478,0.068,0.005,0.000185353849865968
"Hepacam",1.07713766774737e-08,3.83024905840478,0.068,0.005,0.000185353849865968
"Pcdh12",1.07713766774737e-08,3.83024905840478,0.068,0.005,0.000185353849865968
"Plin1",1.33757487171768e-55,3.74405492209303,0.865,0.174,2.30169883925178e-51
"Adipoq",1.39854857250825e-50,3.73071338485387,0.635,0.082,2.4066223835722e-46
"Lep",2.91135270800614e-15,3.70471817632092,0.135,0.011,5.00985573993697e-11
"B3galt2",4.25965331112907e-34,3.68340767007551,0.405,0.046,7.3300114177909e-30
"Igfals",7.52190026263177e-23,3.63760398046239,0.216,0.018,1.29436859719367e-18
"Trhde",2.57333027082824e-06,3.56721465257099,0.054,0.005,0.0442818673004123
"Slc35f1",7.90042699080413e-09,3.53806830691147,0.081,0.007,0.000135950547657757
"Fabp4",8.18852401580916e-43,3.47521265170548,0.986,0.586,1.40908121264044e-38
"Mrap",4.74811424994814e-27,3.46767897902007,0.284,0.027,8.17055500131076e-23
"Shc4",2.94154375785065e-07,3.46767897902007,0.068,0.007,0.0050618084985094
"Vtn",3.16513127976838e-05,3.46767897902007,0.054,0.007,0.544655790622543
"Pck1",1.044948449831e-11,3.46767897902007,0.135,0.015,1.79814729246918e-07
"Smcp",0.0386270527912508,3.46767897902007,0.014,0.002,1
"Mag",9.97955537174164e-15,3.44258799805724,0.176,0.02,1.7172818883693e-10
"Adora1",7.85375926199826e-14,3.42461025712819,0.135,0.012,1.35147489380466e-09
"Cfd",1.46711032920869e-39,3.40674998037774,0.973,0.649,2.52460345450232e-35
"Pon1",6.29294487210853e-20,3.40627843435593,0.243,0.029,1.08288995359244e-15
"Adrb3",4.30131364329646e-23,3.40056478316154,0.311,0.041,7.40170051738455e-19
"Pllp",1.1457582854016e-12,3.3896764670188,0.135,0.014,1.97162085751908e-08
"Bcas1",1.02975829891567e-05,3.37456957462859,0.054,0.006,0.177200808077408
"Slc36a2",4.33205260563422e-31,3.36298160035338,0.351,0.037,7.45459612377536e-27
"Rasgrf2",3.24865307927636e-09,3.34214809693621,0.108,0.013,5.59028221881876e-05
"Slc1a3",2.35157943360951e-43,3.33804369860348,0.595,0.086,4.04659788935524e-39
"D630003M21Rik",0.0033948483999581,3.31567588557502,0.027,0.003,1
"Xlr",0.0033948483999581,3.31567588557502,0.027,0.003,1
"Hacl1",8.97844196546762e-15,3.31567588557502,0.149,0.014,1.54501029341767e-10
"She",2.95514655014861e-16,3.28710673337825,0.257,0.041,5.08521618349573e-12
"Retn",8.57845253476577e-43,3.282123325864,0.608,0.09,1.47618011218249e-38
"Tshr",4.97916336096043e-22,3.27891733556491,0.297,0.039,8.56814431154071e-18
"Slc7a10",4.07399154979706e-12,3.26414558493494,0.135,0.015,7.01052465889079e-08
"Tdrp",3.3589879221672e-09,3.26414558493494,0.108,0.013,5.78014641646532e-05
"Cyp2e1",2.07288684569863e-09,3.25257905024998,0.297,0.092,3.5670236840782e-05
"Cyp2ab1",9.9180045853258e-05,3.24528655768363,0.041,0.004,1
"Cpne8",0.000327376957858341,3.24528655768363,0.041,0.005,1
"Cidec",1.15227986090816e-31,3.23246251732604,0.5,0.081,1.98284318465076e-27
"Hp",2.8895768366788e-41,3.21391014306152,1,0.809,4.97238382055688e-37
"Smoc1",2.91925948925267e-17,3.20464457318628,0.216,0.026,5.02346172910599e-13
"Sele",3.27415158388163e-05,3.20464457318628,0.054,0.007,0.563416004554351
"Agt",1.16455133799852e-17,3.17817236182509,0.216,0.025,2.00395994242785e-13
"Trarg1",1.47142908654538e-25,3.16367279212997,0.324,0.039,2.5320351721273e-21
"Cdo1",3.49804198084065e-28,3.13367805183214,0.581,0.133,6.0194306406306e-24
"Cxcl9",9.70356098300746e-11,3.11404202440537,0.135,0.017,1.66978877395592e-06
"Alas2",9.79891613567172e-13,3.10510889963537,0.162,0.02,1.68619748862639e-08
"Hpx",2.77404919005946e-23,3.05264147974123,0.338,0.048,4.77358384625433e-19
"Gnal",5.66808618895884e-10,3.05264147974123,0.135,0.019,9.75364271396036e-06
"1700008O03Rik",0.00878638196681906,3.05264147974123,0.027,0.004,1
"Gstt4",0.00878638196681906,3.05264147974123,0.027,0.004,1
"E330017A01Rik",0.00878638196681906,3.05264147974123,0.027,0.004,1
"Vmn2r106",0.00878638196681906,3.05264147974123,0.027,0.004,1
"Plaat5",0.00878638196681906,3.05264147974123,0.027,0.004,1
"Thrsp",9.7323089070424e-09,3.05264147974123,0.108,0.014,0.000167473571672386
"Sorbs2",8.9240346950005e-06,3.05264147974123,0.068,0.009,0.153564789031569
"Tle6",8.71989025637551e-05,3.05264147974123,0.054,0.007,1
"Insc",0.000863269738246793,3.05264147974123,0.041,0.006,1
"Gprc5a",0.0310644575875636,3.05264147974123,0.027,0.006,1
"2010003K11Rik",0.095143774874368,3.05264147974123,0.014,0.002,1
"Akap4",0.095143774874368,3.05264147974123,0.014,0.002,1
"Cxcr3",0.095143774874368,3.05264147974123,0.014,0.002,1
"Drp2",3.64797152248401e-11,3.02289413634718,0.203,0.037,6.27742939589048e-07
"Apol6",1.38046260522464e-15,3.01311311555459,0.216,0.029,2.37550005107057e-11
"Ret",2.52560528691223e-09,2.98225215184983,0.122,0.016,4.34606157771857e-05
"Ushbp1",1.46851697583245e-15,2.97463896773996,0.216,0.029,2.52702401201247e-11
"Plxnb3",2.3427694338289e-07,2.96517863849089,0.095,0.013,0.00403143764173276
"Bmx",2.3427694338289e-07,2.96517863849089,0.095,0.013,0.00403143764173276
"Ncmap",1.2681317953336e-13,2.95310580619032,0.216,0.034,2.18220119341006e-09
"Fut7",2.1294811292519e-05,2.93716426232129,0.068,0.01,0.366441112721667
"Sult1a1",1.5813806144274e-16,2.93716426232129,0.23,0.031,2.72123976130667e-12
"Peg3",5.49549730776813e-21,2.93234724602352,0.284,0.037,9.4566517672074e-17
"Trf",1.13260900181219e-38,2.9261090738123,0.865,0.276,1.94899357031841e-34
"Glb1l2",5.75024538104144e-27,2.91513795599129,0.446,0.073,9.89502225169612e-23
"Pabpc4l",0.00020200648395598,2.91513795599129,0.054,0.008,1
"Mpz",3.18784394278324e-13,2.90539191626681,0.541,0.213,5.4856418567414e-09
"Trp53tg5",0.00191217466499635,2.88271647829892,0.041,0.007,1
"Alb",0.00191217466499635,2.88271647829892,0.041,0.007,1
"Sox10",0.00191217466499635,2.88271647829892,0.041,0.007,1
"Mup17",2.92490394855378e-25,2.86708582658515,0.432,0.074,5.03317471467134e-21
"Aplnr",7.09396485582495e-11,2.85999640179883,0.162,0.024,1.22072947239036e-06
"Syt7",5.00855732812077e-06,2.85999640179883,0.081,0.012,0.0861872545023021
"Amy1",2.98979482013447e-10,2.84318811411228,0.162,0.026,5.1448389264874e-06
"Olfr1018",0.0180328038105389,2.83024905840478,0.027,0.005,1
"Chrnb2",0.0180328038105389,2.83024905840478,0.027,0.005,1
"Zfp575",0.0180328038105389,2.83024905840478,0.027,0.005,1
"Lgi1",0.0180328038105389,2.83024905840478,0.027,0.005,1
"Kcnb1",4.61231681101968e-05,2.83024905840478,0.068,0.011,0.793687476840266
"Ankfn1",4.61231681101968e-05,2.83024905840478,0.068,0.011,0.793687476840266
"Lypd2",4.61231681101968e-05,2.83024905840478,0.068,0.011,0.793687476840266
"Ehd3",4.95470200494112e-18,2.83024905840478,0.284,0.044,8.52605121010268e-14
