Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000040152,Thbs1,Gene Expression,0.8961915235806016,0.0,0.0,93333,50.52329322743951,1440
ENSMUSG00000026981,Il1rn,Gene Expression,0.8811707829020491,0.0,0.0,51966,25.342452094338388,1341
ENSMUSG00000029379,Cxcl3,Gene Expression,0.8656334088553865,0.0,0.0,18860,8.877479209009635,985
ENSMUSG00000019987,Arg1,Gene Expression,0.8490618091298522,0.0,0.0,19260,14.402519917452869,1096
ENSMUSG00000027398,Il1b,Gene Expression,0.8453458806122012,0.0,0.0,33355,17.42672954664519,1253
ENSMUSG00000031765,Mt1,Gene Expression,0.819504720195396,0.0,0.0,59098,34.037019050321256,1462
ENSMUSG00000020077,Srgn,Gene Expression,0.8192160127790603,0.0,0.0,30405,15.037046668550532,1267
ENSMUSG00000022126,Acod1,Gene Expression,0.8175855967707569,0.0,0.0,11144,5.515780806876144,939
ENSMUSG00000056071,S100a9,Gene Expression,0.8136253787223693,0.0,0.0,78582,36.12437517183872,1435
ENSMUSG00000031972,Acta1,Gene Expression,0.8039971816145911,0.0,0.0,67162,34.82346171240972,1417
ENSMUSG00000053522,Lgals7,Gene Expression,0.8008317136000177,0.0,0.0,22114,10.98604039976599,1057
ENSMUSG00000021025,Nfkbia,Gene Expression,0.7980989575900016,0.0,0.0,27090,12.762184602645414,1318
ENSMUSG00000018930,Ccl4,Gene Expression,0.7951542970026952,0.0,0.0,9856,4.3569998099359655,801
ENSMUSG00000056054,S100a8,Gene Expression,0.7921570738409628,0.0,0.0,37281,18.036023003823374,1359
ENSMUSG00000000982,Ccl3,Gene Expression,0.7917671070422656,0.0,0.0,8608,3.5955222597905663,702
ENSMUSG00000056501,Cebpb,Gene Expression,0.7898919860278806,0.0,0.0,34183,18.63391488999312,1426
ENSMUSG00000024661,Fth1,Gene Expression,0.7889277741151902,0.0,0.0,169135,89.62331624600697,1472
ENSMUSG00000001156,Mxd1,Gene Expression,0.7821991976924373,0.0,0.0,9184,4.719256897317704,1004
ENSMUSG00000026208,Des,Gene Expression,0.779534504520461,0.0,0.0,31212,16.145649620521695,1299
ENSMUSG00000051439,Cd14,Gene Expression,0.779450148896007,0.0,0.0,8484,5.072091319638123,937
ENSMUSG00000017002,Slpi,Gene Expression,0.7761130474618287,0.0,0.0,18000,9.20243547945191,1216
ENSMUSG00000027360,Hdc,Gene Expression,0.7738773661745834,0.0,0.0,8947,4.871339434575297,952
ENSMUSG00000029661,Col1a2,Gene Expression,0.7692561761806243,0.0,0.0,20260,15.878170533257375,1339
ENSMUSG00000032060,Cryab,Gene Expression,0.7678870443539667,0.0,0.0,29353,14.275984698114536,1247
ENSMUSG00000045763,Basp1,Gene Expression,0.766314050073933,0.0,0.0,8107,4.419278377734378,979
ENSMUSG00000026043,Col3a1,Gene Expression,0.7661780683470518,0.0,0.0,41644,30.140243235693262,1424
ENSMUSG00000031762,Mt2,Gene Expression,0.7627546566917882,0.0,0.0,54002,31.654083982242994,1461
ENSMUSG00000045545,Krt14,Gene Expression,0.7605412430960142,0.0,0.0,29979,14.366304605781197,1239
ENSMUSG00000036854,Hspb6,Gene Expression,0.7580421708046536,0.0,0.0,13616,6.815634224591863,1059
ENSMUSG00000056328,Myh1,Gene Expression,0.756919910208155,0.0,0.0,20918,10.658714353167285,1177
ENSMUSG00000027559,Car3,Gene Expression,0.754239331605148,0.0,0.0,12466,6.618895476646562,1024
ENSMUSG00000061723,Tnnt3,Gene Expression,0.7532438637157329,0.0,0.0,29503,15.68352320829469,1282
ENSMUSG00000028599,Tnfrsf1b,Gene Expression,0.7528078398127844,0.0,0.0,7478,3.728720625037832,901
ENSMUSG00000016496,Cd274,Gene Expression,0.7522428275980848,0.0,0.0,5914,2.7622673973985092,764
ENSMUSG00000030470,Csrp3,Gene Expression,0.7522044953528386,0.0,0.0,15842,7.911152735063977,1075
ENSMUSG00000061780,Cfd,Gene Expression,0.7514171807102482,0.0,0.0,9556,6.523577891246302,828
ENSMUSG00000001506,Col1a1,Gene Expression,0.749516503563884,0.0,0.0,22078,16.16056531757373,1341
ENSMUSG00000032487,Ptgs2,Gene Expression,0.7479443033826669,0.0,0.0,5942,2.9494300982002963,767
ENSMUSG00000027333,Smox,Gene Expression,0.7464966320787726,0.0,0.0,6782,3.55123467604111,954
ENSMUSG00000017300,Tnnc2,Gene Expression,0.7407285480032655,0.0,0.0,26784,14.12653320408772,1255
ENSMUSG00000017737,Mmp9,Gene Expression,0.740197909799607,0.0,0.0,6178,3.9061661848132374,944
ENSMUSG00000020826,Nos2,Gene Expression,0.7397382326401286,0.0,0.0,4156,2.1786624657442255,626
ENSMUSG00000035105,Egln3,Gene Expression,0.7380903828456934,0.0,0.0,5177,2.7505624922464817,846
