"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rrad",2.38618003582356e-109,3.78390839366212,0.956,0.331,4.44306722670347e-105
"Myf6",1.77210534005095e-113,3.66321992887812,0.95,0.292,3.29966014317487e-109
"Myl3",4.65462314817362e-20,3.62958024727083,0.138,0.013,8.66690830189928e-16
"Ankrd1",4.09782518653249e-109,3.40920564118749,1,0.461,7.63015049732349e-105
"Trim63",9.72571024399908e-102,3.24575516924849,1,0.633,1.81092724743263e-97
"Klhl40",1.8114328881388e-102,3.12223625339261,0.989,0.47,3.37288803771445e-98
"Gdf5",7.19491250088035e-21,3.06351477796418,0.171,0.022,1.33969270766392e-16
"BC048679",1.94722407727694e-16,3.0599657108831,0.133,0.017,3.62573123188966e-12
"Fndc5",2.84450064540807e-24,3.03397050235016,0.221,0.033,5.29646020174982e-20
"Lmcd1",1.35097059970435e-92,2.98885863364718,0.983,0.573,2.5155072566495e-88
"Catsper4",3.64050011368279e-11,2.98767685007623,0.099,0.015,6.77861121167735e-07
"Ankrd10",2.27913211822967e-100,2.98728405859615,0.989,0.495,4.24374400414364e-96
"1110002E22Rik",1.75133228425641e-74,2.98378474518194,0.823,0.249,3.26098071328544e-70
"Asb5",1.25321784874938e-70,2.97507681329659,0.724,0.17,2.33349163437134e-66
"Klhl30",3.40709523194629e-59,2.96285051096333,0.652,0.165,6.34401132188399e-55
"Mt3",4.52258720042722e-63,2.95715490529933,0.63,0.127,8.42105736719549e-59
"Prkg1",7.68196749831707e-76,2.9127841558301,0.801,0.232,1.43038234818664e-71
"Dupd1",3.41485325166643e-07,2.84954593121273,0.055,0.008,0.00635845675460289
"Rbfox1",1.80708722447763e-29,2.84769750682036,0.304,0.054,3.36479641197735e-25
"Gm13889",1.45987104338294e-72,2.84047234758727,0.862,0.321,2.71827988277904e-68
"Scn5a",2.82401474665377e-20,2.83757328954666,0.204,0.035,5.25831545826932e-16
"Tekt1",4.39765259387538e-27,2.77093609651637,0.254,0.039,8.18842912979596e-23
"Napb",9.88126585943854e-35,2.75051655527743,0.392,0.079,1.83989170302746e-30
"Flnc",2.75459221151591e-98,2.74308122367074,1,0.679,5.12905069784262e-94
"Dusp26",4.3619661385551e-11,2.7120424074628,0.099,0.015,8.1219809499896e-07
"Chrnd",2.93890462772394e-08,2.7120424074628,0.083,0.015,0.000547224041682198
"Htr2b",6.80325444271044e-09,2.7120424074628,0.077,0.012,0.000126676597723268
"Ckmt2",2.97615470308534e-77,2.70375579627784,0.917,0.367,5.54160005714491e-73
"Pdk4",9.36217444691924e-81,2.69376367374449,0.884,0.278,1.74323688201636e-76
"Xirp1",2.76856658602418e-63,2.67442811566302,0.807,0.276,5.15507098317703e-59
"Thbd",7.83935221364741e-54,2.65721838271828,0.796,0.334,1.45968738218115e-49
"Clic5",1.46145347797261e-87,2.63104268534931,0.945,0.344,2.721226375985e-83
"Ankrd23",2.04461308606414e-89,2.62082938203453,0.989,0.565,3.80706956625142e-85
"Dusp27",1.48719102046311e-29,2.6062477434402,0.343,0.07,2.76914968010231e-25
"Rcan1",1.14787000750277e-82,2.60482723576459,0.978,0.582,2.13733395397016e-78
"Cox6a2",1.88694265144811e-97,2.60173116045224,1,0.745,3.51348721699639e-93
"Cox7a1",2.62470209370644e-84,2.56264234456836,0.972,0.461,4.88719529848139e-80
"Pmepa1",2.62111232034276e-71,2.53942329685122,0.873,0.354,4.88051114047822e-67
"Mdfi",4.57128061467557e-42,2.49050542347183,0.608,0.193,8.51172450452592e-38
"Fabp3",1.79116087493827e-57,2.48432048231569,0.768,0.254,3.33514154913506e-53
"Dusp13",1.51489674203351e-66,2.47597504922927,0.834,0.277,2.8207377336664e-62
"Tnnt2",1.00215088908768e-11,2.47500321016195,0.133,0.026,1.86600495548127e-07
"Srxn1",1.08106174048658e-44,2.471034307959,0.641,0.204,2.01293696078601e-40
"Acsl6",4.87607743459856e-12,2.45828581521702,0.133,0.025,9.07925618322252e-08
"Pdlim3",4.06075462345118e-80,2.44170782139275,0.978,0.563,7.5611251088661e-76
"Togaram2",4.85044934317213e-23,2.43760323835675,0.354,0.099,9.03153667698651e-19
"Me3",1.59411632679054e-15,2.41436185882211,0.199,0.044,2.96824460048399e-11
"Adprhl1",4.61326686816332e-43,2.40033415489332,0.564,0.142,8.58990290852011e-39
"4921536K21Rik",4.04311605544527e-06,2.39011431257544,0.105,0.032,0.0752828209523909
"Kcnc4",6.42531245900985e-22,2.36690692141411,0.354,0.103,1.19639317986763e-17
"Popdc3",1.02741689847171e-38,2.32752977519741,0.58,0.179,1.91305026495432e-34
"Sim2",6.78522495074121e-06,2.31972498468404,0.072,0.017,0.126340888582801
"Pvalb",8.18638012777027e-89,2.31886148720839,1,0.852,1.52430397979082e-84
"Tsc22d1",3.04431455278757e-55,2.30323686189547,0.84,0.406,5.66851369729045e-51
"Fbxo32",6.54470444711333e-59,2.29802124851545,0.79,0.256,1.2186239680525e-54
