"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pcp4",1.14803422808795e-09,5.79664224802789,0.029,0,2.13763973269976e-05
"Kremen2",1.69903317590436e-05,5.79664224802789,0.014,0,0.316359977353393
"Fgf5",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Tas2r121",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Glp2r",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Kcnk10",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Cbs",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Gfra3",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Sorcs3",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Bex2",1.69903317590436e-05,5.21167974730673,0.014,0,0.316359977353393
"Cenpm",6.73952764830718e-47,4.30187755627831,0.371,0.023,1.2549000481148e-42
"Gnmt",1.95106397688622e-14,4.21167974730673,0.1,0.005,3.63288112496214e-10
"Syt9",0.00399998518223707,4.21167974730673,0.014,0.001,1
"Tecta",0.00399998518223707,4.21167974730673,0.014,0.001,1
"Chst3",0.00399998518223707,4.21167974730673,0.014,0.001,1
"Slc5a4b",0.00399998518223707,4.21167974730673,0.014,0.001,1
"Nuf2",4.75755839324697e-19,4.11857034291525,0.157,0.011,8.85857372822587e-15
"Gabrp",1.576108372252e-11,4.01903466936434,0.086,0.005,2.93471378913323e-07
"Ttll10",9.49058698295922e-28,4.01903466936434,0.243,0.018,1.76714729622701e-23
"Cit",1.86779186793843e-25,3.96375223386315,0.2,0.012,3.47782845810136e-21
"Gm973",2.80380035002048e-14,3.87064282947167,0.2,0.028,5.22067625173812e-10
"Fmod",3.59064716200266e-06,3.84910966792203,0.086,0.013,0.0668578501564895
"Zfp185",1.18992512241872e-37,3.83617061221453,0.386,0.035,2.21564057794366e-33
"Krt75",9.51363581811378e-13,3.83397839930086,0.371,0.109,1.77143898933279e-08
"Kif20a",1.17956559527162e-31,3.82835110775523,0.286,0.022,2.19635113839575e-27
"Rspo4",8.12864445962976e-09,3.79664224802789,0.071,0.005,0.000151355359838306
"Tfap2e",4.78478303225779e-38,3.76101833829717,0.357,0.029,8.909266006064e-34
"Pdzrn4",4.9165343264069e-12,3.74219446400551,0.129,0.013,9.15458691576964e-08
"Cdcp1",5.29035210948848e-62,3.70200537388981,0.629,0.059,9.85063562786756e-58
"Gp1bb",7.3073645288789e-10,3.69710657447697,0.086,0.007,1.36063127527725e-05
"H2-M2",8.92305679723656e-20,3.69084758400529,0.229,0.025,1.66147317564545e-15
