"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Kcnj14",1.01990008951906e-18,4.44715328885886,0.153,0.008,1.76616098502016e-14
"Cxcl9",4.51638651148534e-38,4.23671824265507,0.492,0.051,7.82102652193916e-34
"Arxes1",3.90915243287683e-12,4.15764667166388,0.102,0.006,6.7694792680128e-08
"Vmn1r171",6.57131719002173e-05,4.15764667166388,0.034,0.002,1
"Ear6",6.57131719002173e-05,4.15764667166388,0.034,0.002,1
"Sh2d5",9.36342933546602e-24,4.05811099811296,0.22,0.013,1.62146505802265e-19
"Timd4",0.000529282012410157,3.74260917238503,0.034,0.003,1
"Olfr1458",0.000529282012410157,3.74260917238503,0.034,0.003,1
"Ptprn",4.62424438989538e-05,3.57268417094272,0.051,0.005,0.800780400998184
"Spib",0.00578540408242572,3.57268417094272,0.034,0.005,1
"Dusp9",0.00578540408242572,3.57268417094272,0.034,0.005,1
"Otud7a",0.0303575574948503,3.57268417094272,0.017,0.002,1
"Dlx3",0.0303575574948503,3.57268417094272,0.017,0.002,1
"Krt20",0.0303575574948503,3.57268417094272,0.017,0.002,1
"Lgi3",3.9303504913156e-06,3.47957476655124,0.068,0.007,0.0680618794581122
"Zfp444",0.0021541748661592,3.42068107749767,0.034,0.004,1
"Pla2g3",0.0021541748661592,3.42068107749767,0.034,0.004,1
"Rprml",0.0021541748661592,3.42068107749767,0.034,0.004,1
"Prcd",0.0021541748661592,3.42068107749767,0.034,0.004,1
"Htr4",0.0021541748661592,3.42068107749767,0.034,0.004,1
"Crtac1",3.52488279726742e-13,3.42068107749767,0.169,0.017,6.104039540028e-09
"Siglech",3.31188533167391e-07,3.42068107749767,0.085,0.009,0.00573519182885971
"Slc22a3",3.30963128752262e-18,3.42068107749767,0.22,0.02,5.73128850060293e-14
"Alas2",1.07322654454412e-06,3.38003909300032,0.085,0.009,0.0185850640718706
"Rasgrf2",3.39111456473722e-19,3.3640975491313,0.237,0.022,5.87239309175544e-15
"Ctla4",0.000167614501685308,3.35029174960627,0.051,0.006,1
"Lzts3",0.000167614501685308,3.35029174960627,0.051,0.006,1
"Vnn1",0.000167614501685308,3.35029174960627,0.051,0.006,1
"Adrb3",6.73342841061642e-19,3.31292489714179,0.373,0.062,1.16602779786645e-14
"Snx22",1.34975355527678e-05,3.30964976510893,0.068,0.008,0.23373682316728
"Cxcl14",2.20856254362596e-38,3.30520386007773,1,0.399,3.82456775679708e-34
"Angptl8",3.06513685512075e-06,3.26456187558039,0.085,0.01,0.0530789749201261
"Gnal",4.97858485869412e-16,3.26456187558039,0.254,0.032,8.6214153998006e-12
"Rbp4",7.56760142405727e-19,3.26074016462798,0.322,0.045,1.310481538604e-14
"Slc1a3",2.32436542140553e-27,3.24744334201452,0.508,0.082,4.02510360024795e-23
"Kif26a",4.66028719404657e-10,3.24510951291422,0.186,0.029,8.07021933393044e-06
"Tshr",1.50142005245492e-21,3.18273765262671,0.356,0.047,2.60000910483618e-17
"Zfp366",0.00217790186190583,3.15764667166388,0.034,0.004,1
"Ephb2",0.00592164802347829,3.15764667166388,0.034,0.005,1
"Trbv26",0.00592164802347829,3.15764667166388,0.034,0.005,1
"Atp2b2",0.00592164802347829,3.15764667166388,0.034,0.005,1
"Cldnd2",0.00592164802347829,3.15764667166388,0.034,0.005,1
"Vmn2r9",0.159017712022353,3.15764667166388,0.034,0.012,1
"Fam110c",1.7588499290194e-09,3.15764667166388,0.136,0.016,3.04580042208289e-05
"Fgf10",7.68453929751881e-09,3.15764667166388,0.119,0.013,0.000133073167015133
"Gm30191",0.000470991988686978,3.15764667166388,0.051,0.007,1
"Mrap",2.08440340362446e-15,3.15764667166388,0.22,0.025,3.60956137405648e-11
"6430550D23Rik",0.0788127749546116,3.15764667166388,0.017,0.003,1
"Tspan33",0.0788127749546116,3.15764667166388,0.017,0.003,1
"1700123L14Rik",0.0788127749546116,3.15764667166388,0.017,0.003,1
"Itgad",0.0788127749546116,3.15764667166388,0.017,0.003,1
"Grin3b",0.0788127749546116,3.15764667166388,0.017,0.003,1
"Ccdc38",0.0788127749546116,3.15764667166388,0.017,0.003,1
"Ces1f",5.59440697925882e-08,3.0796441596626,0.119,0.015,0.00096878345659825
"Ces1d",9.40588325880131e-05,3.02014314791394,0.068,0.009,1
"Nid2",2.96019611785766e-28,2.99113633463433,0.661,0.148,5.12617161729411e-24
"Epas1",4.50451139383715e-37,2.98297985809449,1,0.483,7.80046238070779e-33
"Hp",4.54089527764698e-34,2.96768808245238,1,0.773,7.86346835230127e-30
