"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mc5r",5.38405055338685e-39,5.78576983935838,0.165,0.004,9.98741377653261e-35
"Rgs6",2.45344550136302e-11,5.16909847890989,0.041,0.001,4.55114140502839e-07
"Pnpla5",2.98539694718361e-16,5.01709538546484,0.072,0.002,5.53791133702559e-12
"Ces4a",7.7575461187736e-64,4.93582800384292,0.464,0.037,1.4390248050325e-59
"Scd3",4.05644837881773e-36,4.75863370942087,0.412,0.059,7.52471174270688e-32
"Far2",2.87240371580225e-46,4.64910729204782,0.66,0.143,5.32830889281317e-42
"Fa2h",6.16250224207968e-51,4.60083540446976,0.763,0.19,1.14314416590578e-46
"Sp5",3.06003640355183e-21,4.58413597818873,0.113,0.005,5.67636752858864e-17
"Slc26a7",2.29495558512921e-23,4.55498963252921,0.196,0.019,4.25714261041469e-19
"Sec14l4",1.83667709252007e-46,4.54641631223957,0.443,0.052,3.40703600662473e-42
"Wif1",1.3385216389922e-24,4.52524228913516,0.155,0.009,2.48295764033054e-20
"Krt75",2.01641184900557e-26,4.48366318538376,0.33,0.053,3.74044397990533e-22
"Lhx2",1.86192357732178e-60,4.47232197485938,0.433,0.033,3.45386823593191e-56
"Aqp5",1.18822064429161e-10,4.43213288474368,0.052,0.002,2.20414929516094e-06
"Dgat2l6",2.30542697351333e-21,4.43213288474368,0.124,0.006,4.27656703586722e-17
"Angptl7",1.37548211459666e-13,4.43213288474368,0.082,0.005,2.5515193225768e-09
"Awat1",6.60862218157872e-30,4.38773876538523,0.237,0.021,1.22589941468285e-25
"Acox2",1.49802481077453e-35,4.3390234803522,0.268,0.021,2.77883602398676e-31
"Gpc5",1.36961009818958e-18,4.30660200265982,0.103,0.005,2.54062673214166e-14
"Dct",5.1850222599899e-40,4.29968258872003,0.289,0.021,9.61821629228127e-36
"Spock1",2.06884556816795e-08,4.26220788330137,0.052,0.004,0.000383770852895155
"Reep6",1.73291671629582e-42,4.24926882759387,0.289,0.019,3.21456050872874e-38
"Tbx1",3.66347507761444e-50,4.23049902357403,0.412,0.039,6.79574626897478e-46
"Tmem45b",1.36215424241554e-29,4.22156589880402,0.227,0.019,2.52679611968083e-25
"Hmcn1",3.10470450566739e-32,4.21913916140948,0.196,0.011,5.75922685801301e-28
"Pdzrn4",6.44012972092664e-27,4.20974046340723,0.165,0.009,1.19464406323189e-22
"Cyp1a1",5.01378686552725e-15,4.20974046340723,0.134,0.014,9.30057463555305e-11
"Elovl4",2.70476579894273e-35,4.19995944261465,0.722,0.224,5.01734055703876e-31
"Rarres1",5.02269231546676e-36,4.1968591721105,0.495,0.092,9.31709424519084e-32
"Clstn3",3.75703551356577e-21,4.18820730185759,0.144,0.01,6.9693008776645e-17
"Sox9",5.31199751039655e-64,4.18277341580696,0.495,0.042,9.85375538178559e-60
"Lamc3",8.68811407837757e-40,4.12280482663595,0.227,0.011,1.61164516153904e-35
"Tnn",8.30046116056327e-12,4.11020478985632,0.082,0.006,1.53973554528449e-07
"Cers4",5.90205477382553e-62,4.09900658325145,0.804,0.162,1.09483116054464e-57
"Kcnd3",1.57387121389553e-29,4.06956280535897,0.227,0.019,2.91953110177621e-25
"Plekhh1",3.55823864686627e-12,4.03981546196492,0.072,0.004,6.60053268993693e-08
"Gm973",2.83019698152937e-35,4.02774262966435,0.299,0.029,5.25001540073698e-31
"Fam13a",1.82271125595823e-23,4.02774262966435,0.155,0.01,3.38112937980251e-19
"Awat2",1.42862527924849e-13,4.01709538546484,0.082,0.005,2.65009989300596e-09
"Serpina3b",3.52633932168999e-30,3.99569290873261,0.33,0.044,6.54135944173493e-26
"Coch",2.49211649564852e-43,3.99339112487357,0.381,0.038,4.62287609942801e-39
"Aadacl4",1.42662139068718e-22,3.98467390777246,0.227,0.027,2.64638267972472e-18
"Cidea",1.35899160022824e-28,3.98209996410863,0.289,0.035,2.52092941842338e-24
"Acoxl",1.41659721331718e-33,3.95679487519702,0.278,0.026,2.62778783070337e-29
"Dhcr24",8.22743158751836e-43,3.95508572318941,0.804,0.264,1.52618855948466e-38
"Krt24",1.13470040408029e-16,3.93463322527286,0.124,0.01,2.10486924956894e-12
"Ptn",4.30856720595564e-59,3.91555735900277,0.515,0.054,7.99239216704771e-55
"Krt15",9.78285733948191e-48,3.89872429495384,0.866,0.269,1.81472003647389e-43
"Gm13178",1.23721621132496e-19,3.89447609880088,0.186,0.021,2.2950360720078e-15
"Ly6g6d",1.49415876891426e-05,3.84717038402253,0.031,0.002,0.277166451633596
"Mycn",2.03189796750111e-12,3.84717038402252,0.093,0.008,3.76917072971457e-08
